"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"142","일반유원시설업","03_07_09_P","4510000","CDFI5271002003000002","20030128","","03","폐업","03","폐업","20060417","","","","","","355944","충청남도 보령시 신흑동 805-4번지","","","대천카니발랜드","20090720153012","I","2018-08-31 23:59:59.0","","","","허가유원시설업","유원시설업","","2","기타","","","유기장","2","","","","","","","","","","","","","1861","10","","Y","Y","N","Y","","","","","","","1861",
"143","일반유원시설업","03_07_09_P","4510000","CDFI5271002004000001","20040803","","03","폐업","03","폐업","20040831","","","","","","355150","충청남도 보령시 신흑동","","","행운회전그네","20040906162025","I","2018-08-31 23:59:59.0","","","","허가유원시설업","유원시설업","","1","","","","유기장","1","","","","","","","","","","","","","171","","","N","N","N","N","","","","","","","171",
"144","일반유원시설업","03_07_09_P","4510000","CDFI5271002005000001","20050705","","03","폐업","03","폐업","20050905","","","","","","355944","충청남도 보령시 신흑동 1785번지 공유수면","충청남도 보령시 해수욕장4길 138  (신흑동,공유수면)","","행운회전그네","20050908142805","I","2018-08-31 23:59:59.0","","156263.822067","312345.659284","허가유원시설업","유원시설업","","","","","","기타","","","","","","","","","","","","","","180","","","N","N","N","N","","","","","","","180",
"145","일반유원시설업","03_07_09_P","4510000","CDFI5271002005000002","20050726","","03","폐업","03","폐업","20050831","","","","","","355851","충청남도 보령시 웅천읍 관당리 792번지","","","무창회전그네","20060624150652","I","2018-08-31 23:59:59.0","","","","허가유원시설업","유원시설업","","","","","","","","","","","","","","","","","","","","300","","","N","N","N","N","","","","","","","300",
"146","일반유원시설업","03_07_09_P","4500000","CDFI5271002017000001","20170929","","03","폐업","03","폐업","","","","","","","","충청남도 공주시 금성동 198-5","","","싱글벙글이동랜드","20201004114341","U","2020-10-06 02:40:00.0","","210938.445315","329082.654653","허가유원시설업","","준주거지역","0","기타","","","","0","0","","","","","","","","","","","","0","디스코팡팡 1대. 미니기차 1대","","","","","","","","","","","","0",
"147","일반유원시설업","03_07_09_P","4620000","CDFI5271002001000001","20010726","","03","폐업","03","폐업","20060710","","","","","","357962","충청남도 태안군 안면읍 중장리 765-81번지","충청남도 태안군 안면읍 꽃지해안로 204","32166","패밀리랜드","20151125104017","I","2018-08-31 23:59:59.0","","140547.515992","332172.510406","허가유원시설업","유원시설업","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","","","","","","","",
"148","일반유원시설업","03_07_09_P","4500000","CDFI5271002013000001","20130123","","03","폐업","03","폐업","20140125","","","","","","314050","충청남도 공주시 중동 147-273번지","충청남도 공주시 가구점길 10 (중동)","314050","디스코팡야","20140211155436","I","2018-08-31 23:59:59.0","","211057.235361","328244.280374","허가유원시설업","","일반상업지역","1","기타","","","유기장","1","","","","","","","","","","","","","224.79","1","","Y","","","Y","","","","","","","225",
"149","일반유원시설업","03_07_09_P","5700000","CDFI5271002001000001","20010423","","03","폐업","03","폐업","20180130","","","","886-1852","","","경기도 여주시 연양동 304-8번지","경기도 여주시 강변유원지길 105 (연양동, 리버스랜드)","12634","리버스랜드","20180202102523","I","2018-08-31 23:59:59.0","","258995.033784931","421473.331410907","허가유원시설업","유원시설업","자연녹지지역","2","기타","","","근린생활시설","2","","","","","","","","","","","","","2037","안전성검사대상기구 10종","","Y","Y","N","Y","","","","","","","2037",
"150","일반유원시설업","03_07_09_P","4170000","CDFI5271002017000003","20170811","","03","폐업","03","폐업","20171016","","","","031-770-7512","","","경기도 양평군 개군면 공세리 389-7","경기도 양평군 개군면 신내길7번길 55 (대명양평콘도미니엄)","12566","대명레저산업","20210105163731","U","2021-01-07 02:40:00.0","","247062.604055608","440894.530372369","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","슈퍼빅슬라이드 1종 1대","","Y","","Y","","","","","","","","",
"151","일반유원시설업","03_07_09_P","4170000","CDFI5271002018000001","20180430","","03","폐업","03","폐업","20180507","","","","0317702069","","","경기도 양평군 용문면 신점리 519-5번지 관광안내소","경기도 양평군 용문면 용문산로 655, 관광안내소","12510","제9회산나물축제 트램카운영","20180508112106","I","2018-08-31 23:59:59.0","","251365.698301112","449483.019749061","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","트램카4호","1","","","","","","","","","","","",
"152","일반유원시설업","03_07_09_P","4170000","CDFI5271002018000002","20180705","","03","폐업","03","폐업","20180716","","","","0317723811","","","경기도 양평군 옥천면 신복리 141-5번지 한화콘도미니엄","경기도 양평군 옥천면 신촌길 188, 한화콘도미니엄","12505","한화호텔앤드리조트(주)","20180716181648","I","2018-08-31 23:59:59.0","","240309.055043118","451717.810841809","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","독도바운스(미니에어바운스), 독도 동도슬라이딩(미니워터에어바운스), 독도 서도슬라이딩(미니워터에어바운스)","","","","","","","","","","","","",
"153","일반유원시설업","03_07_09_P","4170000","CDFI5271002003000001","20030325","","03","폐업","03","폐업","","","","","","","476844","경기도 양평군 용문면 신점리 529번지","","","용문산랜드","20190118103302","U","2019-01-20 02:40:00.0","","251229.825018466","449495.064744854","허가유원시설업","유원시설업","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","","","","","","","",
"154","일반유원시설업","03_07_09_P","4170000","CDFI5271002003000002","20031222","","03","폐업","03","폐업","20040228","","","","","","476831","경기도 양평군 옥천면 신복리 141-5번지","경기도 양평군 옥천면 신촌길 188","","환타지랜드","20151022160302","I","2018-08-31 23:59:59.0","","240309.055043118","451717.810841809","허가유원시설업","유원시설업","","","기타","","","","","","","","","","","","","","","","","","","","N","N","N","N","","","","","","","",
"155","일반유원시설업","03_07_09_P","4060000","CDFI5271002003000002","20030424","","03","폐업","03","폐업","20061018","","","","031-959-5212","","413882","경기도 파주시 파평면 덕천리 254-12번지","","","임진강랜드","20081111151748","I","2018-08-31 23:59:59.0","","","","허가유원시설업","유원시설업","관리지역","","기타","","","유기장","","","","","","","","","","","","","","1920","","","N","N","N","N","","","","","","","1920",
"156","일반유원시설업","03_07_09_P","3830000","CDFI5271002002000001","20020605","","03","폐업","03","폐업","20070104","","","","031-380-6605","","431812","경기도 안양시 동안구 호계동 1039-3번지 뉴코아 아울렛 10층","경기도 안양시 동안구 동안로 119  (호계동,뉴코아 아울렛 10층)","","코아랜드","20070115130450","I","2018-08-31 23:59:59.0","","195607.793974827","431900.704084955","허가유원시설업","유원시설업","상업지역","19","기타","","","기타","12","7","","","","","","","","","","","","463.3","19종 19점","","Y","Y","Y","Y","","","","","","","463",
"157","일반유원시설업","03_07_09_P","3830000","CDFI5271002003000001","20030307","","03","폐업","03","폐업","20031031","","","","444-9030","","430831","경기도 안양시 만안구 안양동 674-265번지","경기도 안양시 만안구 장내로149번길 8  (안양동)","","싸이버 월드","20050214131858","I","2018-08-31 23:59:59.0","","193196.802440559","432954.592222829","허가유원시설업","유원시설업","중심상업지역","78","기타","","","근린생활시설","6","1","","","","","","","","","","","","262.15","","","N","N","N","N","","","","","","","262",
"158","일반유원시설업","03_07_09_P","3830000","CDFI5271002009000001","20090709","","03","폐업","03","폐업","20200922","","","","474-5555","","430804","경기도 안양시 만안구 석수동 825-1 지하2층,지하3층","경기도 안양시 만안구 예술공원로 153-32 (석수동,지하2층,지하3층)","","안양워터랜드","20201006111018","U","2020-10-08 02:40:00.0","","193196.534485369","435287.646898981","허가유원시설업","","일반주거지역","7","기타","","","체육시설","3","4","","","","","","","","","","","","3442.99","5종(튜브슬라이드,스피드슬라이드,파도풀,유수풀,키즈풀(어린이수중놀이터)","1","Y","","Y","Y","","","","","","","3443",
"159","일반유원시설업","03_07_09_P","3830000","CDFI5271002014000001","20140812","","03","폐업","03","폐업","20170410","","","","031-380-5471","","431777","경기도 안양시 동안구 호계동 1040-1번지 NC백화점 7층","경기도 안양시 동안구 시민대로 182, 7층 (호계동, NC백화점 평촌점)","14072","이랜드파크 코코몽키즈랜드","20170411101313","I","2018-08-31 23:59:59.0","","195688.646126894","432103.273066569","허가유원시설업","","중심상업지역","7","기타","","","","12","6","","","","","","","","","","","","299","4종( 코인라이더, 미니에어바운스, 미니농구, 망치치기)","","Y","","Y","Y","","","","","","","299",
"160","일반유원시설업","03_07_09_P","3830000","CDFI5271002015000001","20150710","","03","폐업","03","폐업","20211115","","","","031-389-5209","","431847","경기도 안양시 동안구 비산동 1023 시설관리공단","경기도 안양시 동안구 평촌대로 389 (비산동, 시설관리공단)","13918","안양도시공사","20211115170938","U","2021-11-17 02:40:00.0","","195214.857510976","433697.424993204","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","9360","원통형슬라이드, 직선형슬라이드","2","Y","Y","Y","Y","","","0","","","","9360",
"161","일반유원시설업","03_07_09_P","3910000","CDFI5271002011000001","20111226","","03","폐업","03","폐업","20180910","","","","","","","경기도 평택시 평택동 291번지","경기도 평택시 중앙2로 13, 지하1층 (평택동)","17909","디팡","20180911141239","U","2018-09-11 23:59:59.0","","207810.302859873","387830.462917531","허가유원시설업","","상업지역","14","유흥업소밀집지역","","","근린생활시설","12","2","","","","","","","","","","","","198","1대","","Y","Y","Y","Y","","","","","","","198",
"162","일반유원시설업","03_07_09_P","4170000","CDFI5271002003000003","20031008","","03","폐업","03","폐업","20050502","","","","","","476922","경기도 양평군 강하면 전수리 산 566","","","카사벨라놀이동산","20220929140337","U","2022-10-01 02:40:00.0","","","","허가유원시설업","유원시설업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","N","N","N","N","","","0","","","","0",
"163","일반유원시설업","03_07_09_P","4060000","CDFI5271002007000001","20070404","","03","폐업","03","폐업","20170719","","","","031-959-2222","","413882","경기도 파주시 파평면 덕천리 262-1","","","임진강리조트","20201018171123","U","2020-10-20 02:40:00.0","","","","허가유원시설업","유원시설업","관리지역","","기타","","","유기장","","","","","","","","","","","","","","","안전성검사대상 유기기구 5종 14대","","Y","Y","Y","Y","","","","","","","",
"164","일반유원시설업","03_07_09_P","4060000","CDFI5271002011000001","20110601","","03","폐업","03","폐업","20190603","","","","031)956-2121","","413780","경기도 파주시 탄현면 법흥리 1779번지 경기영어마을파주캠프","경기도 파주시 탄현면 얼음실로 40 (경기영어마을파주캠프)","","(재)경기도평생교육진흥원파주지점","20190604115242","U","2019-06-06 02:40:00.0","","173835.523422965","475901.687664125","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성검사대상 유기기구 1종","1","Y","Y","Y","Y","","","","","","","",
"165","일반유원시설업","03_07_09_P","4170000","CDFI5271002016000001","20160111","","03","폐업","03","폐업","","","","","02-6263-4303","","","경기도 양평군 옥천면 신복리 141-5번지","경기도 양평군 옥천면 신촌길 188 (한화콘도미니엄)","12505","세븐엔터테인먼트","20160920090056","I","2018-08-31 23:59:59.0","","240309.055043118","451717.810841809","허가유원시설업","","관리지역","","기타","","","체육시설","","","","","","","","","","","","","","","안전성검사대상 1종 1대(미니바이킹), 안전성 비검사대상 3종 12대(미니에어바운스 1대, 미니기차1대, 배터리카 10대)","1","Y","","Y","Y","","","","","","","",
"166","일반유원시설업","03_07_09_P","4170000","CDFI5271002017000002","20170710","","03","폐업","03","폐업","","","","","","","","경기도 양평군 옥천면 옥천리 740-5번지","경기도 양평군 옥천면 옥천길 21 (옥천면사무소)","12507","옥천면 물축제추진위원회","20171226182406","I","2018-08-31 23:59:59.0","","240245.312720145","446345.360730925","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"167","일반유원시설업","03_07_09_P","4060000","CDFI5271002014000001","20140325","","03","폐업","03","폐업","20160314","","","","031-960-3150","","413120","경기도 파주시 문발동 645번지","경기도 파주시 회동길 390 (문발동)","10881","롯데 프리미엄 아울렛 파주점","20160322090836","I","2018-08-31 23:59:59.0","","172931.263281047","468411.855396773","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성검사 대상 1종","","Y","Y","Y","Y","","","","","","","",
"168","일반유원시설업","03_07_09_P","4060000","CDFI5271002015000001","20150515","","03","폐업","03","폐업","20160201","","","","070-4423-8101","","413120","경기도 파주시 문발동 644번지","경기도 파주시 문발로 284 (문발동)","10881","레드글로브","20160201184300","I","2018-08-31 23:59:59.0","","172824.740074178","468446.402412888","허가유원시설업","","일반상업지역","1","","","","","","","","","","","","","","","","","","","1종 (회전목마)","","Y","","","Y","","","","","","","",
"169","일반유원시설업","03_07_09_P","4070000","CDFI5271002018000001","20180725","","03","폐업","03","폐업","20180930","","","","031-631-0554","","","경기도 이천시 안흥동 317-2번지 (주)이천설봉온천","경기도 이천시 애련정로 67-16 (주)이천설봉온천 (안흥동)","17372","(주)이천설봉온천","20181126113829","U","2018-11-28 02:40:00.0","","239991.447045696","419516.980943631","허가유원시설업","","자연녹지지역","","","","","근린생활시설","4","1","","","","","","","","","","","","","워터슬라이드, 워터버켓","","Y","","","","","","","","","","",
"170","일반유원시설업","03_07_09_P","4070000","CDFI5271002013000001","20130816","","03","폐업","03","폐업","20170620","","","","","","467804","경기도 이천시 창전동 150-8번지","경기도 이천시 영창로 185 (창전동)","17364","팡팡디스코","20170620152056","I","2018-08-31 23:59:59.0","","239250.968853105","420043.5520196","허가유원시설업","","","1","기타","","","근린생활시설","1","","","","","","","","","","","","","84.99","1종(타가디스코)","1","Y","Y","Y","Y","","","","","","","85",
"171","일반유원시설업","03_07_09_P","4070000","CDFI5271002014000001","20140902","","03","폐업","03","폐업","20171017","","","","","","467813","경기도 이천시 마장면 목리 산 13-32번지","경기도 이천시 마장면 중부고속도로 82","17384","티놀자 마장 휴게점","20171028182230","I","2018-08-31 23:59:59.0","","236094.101912691","418052.206218779","허가유원시설업","","","1","기타","","","기타","1","","","","","","","","","","","","","","범퍼카, 미니바이킹","","Y","","","Y","","","","","","","",
"172","일반유원시설업","03_07_09_P","4070000","CDFI5271002016000002","20160819","","03","폐업","03","폐업","20180816","","","","","","","경기도 이천시 호법면 단천리 864번지 3층","경기도 이천시 호법면 프리미엄아울렛로 177-74 (롯데 프리미엄 아울렛)","17384","(주)로쿠인터내셔널 롯데이천점","20180820135254","I","2018-08-31 23:59:59.0","","235461.813044175","415640.639277805","허가유원시설업","","","","","","","","","","","","","","","","","","","","","180","안전성검사 대상[무당벌레(점프라이드)],안전성검사 비대상(미니기차,밧데리범퍼카)","","Y","","Y","Y","","","","","","","180",
"173","일반유원시설업","03_07_09_P","4070000","CDFI5271002010000001","20100719","","03","폐업","03","폐업","20100930","","","","031-9088-000","","467812","경기도 이천시 마장면 해월리 산 28-1번지","","","주식회사 엠에스21","20110329141910","I","2018-08-31 23:59:59.0","","","","허가유원시설업","","관리지역","","기타","","","","","","","","","","","","","","","","","","안전성검사대상(대형슬라이드 1대), 비검사대상 (에어슬라이드 2대)","","Y","","Y","Y","","","","","","","",
"174","일반유원시설업","03_07_09_P","5600000","CDFI5271002006000001","20060913","","03","폐업","03","폐업","20080612","","","","535-6700","","487912","경기도 포천시 신북면 덕둔리 635-5번지","","","신북온천환타지움","20080625111424","I","2018-08-31 23:59:59.0","","209140.426138056","496818.317238169","허가유원시설업","유원시설업","관리지역","1","기타","","","유기장","1","","","","","","","","","","","","","792","","","N","N","N","N","","","","","","","792",
"175","일반유원시설업","03_07_09_P","4170000","CDFI5271002004000001","20041208","","03","폐업","03","폐업","20050307","","","","","","476831","경기도 양평군 옥천면 신복리 141-5번지","경기도 양평군 옥천면 신촌길 188","","환타지랜드","20050309095700","I","2018-08-31 23:59:59.0","","240309.055043118","451717.810841809","허가유원시설업","유원시설업","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","","","","","","","",
"176","일반유원시설업","03_07_09_P","4170000","CDFI5271002005000001","20050714","","03","폐업","03","폐업","20160919","","","","","","476831","경기도 양평군 옥천면 신복리 141-59번지","","","환타지랜드","20160919182138","I","2018-08-31 23:59:59.0","","","","허가유원시설업","유원시설업","관리지역","","기타","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"177","일반유원시설업","03_07_09_P","4170000","CDFI5271002005000002","20050802","","03","폐업","03","폐업","20101008","","","","771-8311","","476892","경기도 양평군 개군면 공세리 389-7번지 (주)대명레저산업 양평지점 내","경기도 양평군 개군면 신내길7번길 55  ((주)대명레저산업 양평지점 내)","","대명가족놀이공원","20101011171243","I","2018-08-31 23:59:59.0","","247062.604055608","440894.530372369","허가유원시설업","유원시설업","","","기타","","","","","","","","","","","","","","","","","","안전성검사대상기구3종(미니바이킹,스윙거,점퍼라이더), 안전성검사비대상기구1종(서커스열차)","","Y","Y","Y","Y","","","","","","","",
"178","일반유원시설업","03_07_09_P","4490000","CDFI5271002019000001","20190416","","03","폐업","03","폐업","20201027","","","","041-558-7809","","","충청남도 천안시 서북구 백석동 1050","충청남도 천안시 서북구 한들1로 188 (백석동)[*미고시]","31087","주식회사 알토란 천안지점 마치파크","20201027091053","U","2020-10-29 02:40:00.0","","210601.448108","370807.003302","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","2","","","","","","","0","","","","0",
"179","일반유원시설업","03_07_09_P","4070000","CDFI5271002019000001","20190501","","03","폐업","03","폐업","20190512","","","","","","","경기도 이천시 신둔면 고척리 597-8번지","경기도 이천시 신둔면 도자예술로5번길 110","17306","키즈파크","20190515144845","U","2019-05-17 02:40:00.0","","234101.364247477","421315.888855495","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","에어바운스 2, 미니기차 1","","Y","","Y","Y","","","","","","","",
"180","일반유원시설업","03_07_09_P","3940000","CDFI5271002019000001","20190503","","03","폐업","03","폐업","20190507","","","","","","","경기도 고양시 일산서구 대화동 2700번지 제2킨텍스 9홀, 10홀","경기도 고양시 일산서구 킨텍스로 217-59, 제2킨텍스 9홀, 10홀 (대화동)","10390","키즈락페스티벌 드림놀이터","20190828165342","U","2019-08-30 02:40:00.0","","177158.311187542","462546.660972252","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성 검사 대상 3종, 확인 검사 대상 27종 28대","","Y","Y","Y","Y","","","","","","","",
"181","일반유원시설업","03_07_09_P","4980000","CDFI5271002019000001","20190524","","03","폐업","03","폐업","20190610","","","","","","","전라남도 장성군 장성읍 기산리 57-12번지","전라남도 장성군 장성읍 강변안길 105","57221","(주)지에이치","20190611084759","U","2019-06-13 02:40:00.0","","179760.765742","200615.222426","허가유원시설업","","관리지역","","기타","","","","","","","","","","","","","","","","","","무궤도열차 1종 1대","","Y","","Y","Y","","","","","","","",
"182","일반유원시설업","03_07_09_P","4980000","CDFI5271002019000002","20190524","","03","폐업","03","폐업","20190527","","","","","","","전라남도 장성군 장성읍 기산리 57-12번지","전라남도 장성군 장성읍 강변안길 105","57221","고구려기획","20190528111719","U","2019-05-30 02:40:00.0","","179760.765742","200615.222426","허가유원시설업","","관리지역","","기타","","","","","","","","","","","","","","","","","","1종 1대(미니바이킹)","","Y","","Y","Y","","","","","","","",
"183","일반유원시설업","03_07_09_P","5050000","CDFI5271002019000001","20190410","","03","폐업","03","폐업","20200420","","","","","","","경상북도 경주시 노동동 80-3","경상북도 경주시 계림로 89-1, 1층 (노동동)","38154","디스코팡팡","20200829131244","U","2020-09-01 02:40:00.0","","399896.025021633","262513.041343405","허가유원시설업","","일반상업지역","2","","","","","2","","","","","","","","","","","","","","타가다디스코 1","","Y","","","Y","","","","","","","",
"184","일반유원시설업","03_07_09_P","5050000","CDFI5271002019000002","20190411","","03","폐업","03","폐업","20220203","","","","","","","경상북도 경주시 북군동 8-36","경상북도 경주시 보문로 132-23 (북군동)","38117","(주)플라잉경주","20220317132228","U","2022-03-19 02:40:00.0","","405052.943577234","263951.88092742","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"185","일반유원시설업","03_07_09_P","5470000","CDFI5271002019000002","20190517","","03","폐업","03","폐업","20190519","","","","","","","경상남도 거창군 거창읍 상림리 750-5번지","경상남도 거창군 거창읍 죽전1길 27-8","50129","고구려기획","20190703180612","U","2019-07-05 02:40:00.0","","282284.756383824","243073.827896191","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","3종","","","","","","","","","","","","",
"186","일반유원시설업","03_07_09_P","3250000","CDFI5271002019000001","20190529","","03","폐업","03","폐업","20200729","","","","","","","부산광역시 중구 남포동6가 91","부산광역시 중구 비프광장로 18 (남포동6가)","48981","남포헐리우드 디스코팡팡","20200730144344","U","2020-08-01 02:40:00.0","","384786.897439657","179575.94945685","허가유원시설업","","일반상업지역","","","","","","","","","","","","","","","","","","","","디스코팡팡 1대","","","","","","","","","","","","",
"187","일반유원시설업","03_07_09_P","4890000","CDFI5271002019000001","20190502","","03","폐업","03","폐업","20190506","","","","061-850-5212","","","전라남도 보성군 보성읍 봉산리 1191-1번지","전라남도 보성군 보성읍 녹차로 775","59448","제45회 보성다향대축제 키즈존","20190508082125","U","2019-05-10 02:40:00.0","","207430.86648","135704.797457","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"188","일반유원시설업","03_07_09_P","3940000","CDFI5271002019000002","20190620","","03","폐업","03","폐업","20191004","","","","070-4801-4184","","","경기도 고양시 일산서구 대화동 2700번지 제2킨텍스 10홀","경기도 고양시 일산서구 킨텍스로 217-59, 제2킨텍스 10홀 (대화동)","10390","상상체험키즈월드시즌9 룰루랄라레이싱키즈월드","20191007133432","U","2019-10-09 02:40:00.0","","177158.311187542","462546.660972252","허가유원시설업","","","","","","","","","","","","","","","","","","","","","9244","안전성검사대상 14종 14대, 확인검사대상 31종 31대","","Y","Y","Y","Y","","","","","","","9244",
"189","일반유원시설업","03_07_09_P","3410000","CDFI5271002019000001","20190402","","03","폐업","03","폐업","20200301","","","","","","","대구광역시 중구 남일동 135-1번지","대구광역시 중구 중앙대로 403, 6-7층 (남일동)","41935","팡팡랜드","20200323145044","U","2020-03-25 02:40:00.0","","343811.78932","264364.470193","허가유원시설업","","","","","","","","","","","","","","","","","","","","","1255.36","","","","","","","","","","","","","1255",
"190","일반유원시설업","03_07_09_P","3330000","CDFI5271002019000002","20190621","","03","폐업","03","폐업","20190826","","","","","","","부산광역시 해운대구 우동 1413-4번지 벡스코제2전시장 4C~F호","부산광역시 해운대구 APEC로 30, 벡스코제2전시장 4C~F호 (우동)","48060","실내썰매 키즈월드 시즌3","20190903122202","U","2019-09-05 02:40:00.0","","394457.407487917","187231.530457387","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","26종 29대","","","","","","","","","","","","",
"191","일반유원시설업","03_07_09_P","3060000","CDFI5271002019000001","20190523","","03","폐업","03","폐업","20190527","","","","","","","서울특별시 중랑구 중화동 345-2번지","","","주식회사 지에이치","20191004094511","U","2019-10-06 02:40:00.0","","206305.682334264","455882.184666907","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"192","일반유원시설업","03_07_09_P","5240000","CDFI5271002017000001","20170728","","03","폐업","03","폐업","20170807","","","","","","","경상북도 봉화군 봉화읍 내성리 506-0번지 봉화은어축제장","경상북도 봉화군 봉화읍 내성로1길 1","36238","카니발랜드","20170807110250","I","2018-08-31 23:59:59.0","","354609.497811607","377811.979314805","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성검사대상 2종, 비대상 2종","","Y","Y","Y","Y","","","","","","","",
"193","일반유원시설업","03_07_09_P","5240000","CDFI5271002017000002","20170728","","03","폐업","03","폐업","20170807","","","","","","","경상북도 봉화군 봉화읍 내성리 506번지 봉화은어축제장","경상북도 봉화군 봉화읍 봉화로 1111 (봉화군청)","36239","(사)봉화군 축제위원회","20170807110321","I","2018-08-31 23:59:59.0","","354609.497811607","377811.979314805","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성 검사대상 1종, 안전성 검사 비대상 3종","","","","","","","","","","","","",
"194","일반유원시설업","03_07_09_P","5240000","CDFI5271002018000001","20180713","","03","폐업","03","폐업","20180920","","","","054-674-2277","","","경상북도 봉화군 봉화읍 내성리 354-1번지 파인토피아봉화 워터파크","경상북도 봉화군 봉화읍 내성천2길 81, 파인토피아봉화 워터파크","36239","파인토피아 봉화워터파크","20181016110121","U","2018-10-18 02:35:37.0","","354792.952921521","378211.058668401","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전검사 대상 유기시설 또는 유기기구 2종","","Y","Y","Y","Y","","","","","","","",
"195","일반유원시설업","03_07_09_P","5090000","CDFI5271002018000001","20180619","","03","폐업","03","폐업","20211224","","","","634-7733","","","경상북도 영주시 가흥동 1722","경상북도 영주시 대학로240번길 6, 6층 (가흥동)","36136","영주온천랜드","20211228131541","U","2021-12-30 02:40:00.0","","343165.358778891","369563.356794535","허가유원시설업","","일반상업지역","6","","","","체육시설","6","2","","","","","","","","","","","","713.7","2개소","","Y","","","Y","","","","","","","714",
"196","일반유원시설업","03_07_09_P","5150000","CDFI5271002018000001","20180427","","03","폐업","03","폐업","20190123","","","","054-830-6909","","","경상북도 의성군 금성면 초전리 223-5번지 조문국박물관","경상북도 의성군 금성면 초전1길 83, 조문국박물관","37350","조문국박물관 물놀이장","20190123170431","U","2019-01-25 02:40:00.0","","349862.392302798","309720.354853242","허가유원시설업","","관리지역","","기타","","","기타","","","","","","","","","","","","","","","수중모험놀이","1","Y","","Y","Y","","","","","","","",
"197","일반유원시설업","03_07_09_P","5080000","CDFI5271002011000001","20111215","","03","폐업","03","폐업","20161107","","","","","","730923","경상북도 구미시 원평동 306-8번지","경상북도 구미시 문화로 44 (원평동)","39225","노리존","20161108084916","I","2018-08-31 23:59:59.0","","320159.179891811","292760.659922203","허가유원시설업","","일반상업지역","2","기타","","","기타","2","","","","","","","","","","","","","33","타가다디스코 1종","","Y","Y","","Y","","","","","","","33",
"198","일반유원시설업","03_07_09_P","5080000","CDFI5271002014000002","20140107","","03","폐업","03","폐업","20140303","","","","054-476-6857","","730853","경상북도 구미시 산동면 봉산리 567-1번지","경상북도 구미시 산동면 첨단기업1로 49","730853","구미코 키즈파크","20140306192018","I","2018-08-31 23:59:59.0","","329730.443718074","294416.132613249","허가유원시설업","","일반공업지역","3","","","","문화시설","2","1","","","","","","","","","","","","3402","14대(안전성검사대상 2대,비검사대상 12대)","","Y","Y","Y","Y","","","","","","","3402",
"199","일반유원시설업","03_07_09_P","5240000","CDFI5271002009000001","20090806","","03","폐업","03","폐업","20090830","","","","","","755805","경상북도 봉화군 봉화읍 내성리 354-1번지","경상북도 봉화군 봉화읍 내성천2길 81","","봉화 물놀이장","20140812095110","I","2018-08-31 23:59:59.0","","354792.952921521","378211.058668401","허가유원시설업","","일반주거지역","2","기타","","","기타","1","1","","","","","","","","","","","","","2종","","Y","","Y","Y","","","","","","","",
"200","일반유원시설업","03_07_09_P","5240000","CDFI5271002016000001","20160729","","03","폐업","03","폐업","20160807","","","","","","","경상북도 봉화군 봉화읍 해저리 613-24번지","","","봉화레져","20160912145756","I","2018-08-31 23:59:59.0","","353043.505596043","378185.390634021","허가유원시설업","","","","기타","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
