"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"654","유원시설업(기타)","03_07_08_P","4050000","CDFI5272002017000005","20170316","","03","폐업","03","폐업","20190827","","","","031-285-2223","","","경기도 용인시 기흥구 중동 829","경기도 용인시 기흥구 동백중앙로 283, C동 4층 406~407호 (중동, 골드프라자)","17006","릴리펏 용인동백점","20210701144343","U","2021-07-03 02:40:00.0","","213551.03723886","419536.014279104","신고유원시설업","","","","","","","근린생활시설","","","","","","","","","","","","","","171.2","미니에어바운스(에어바운스)","","","","","","","","","","","","171",
"655","유원시설업(기타)","03_07_08_P","4050000","CDFI5272002017000006","20170711","","03","폐업","03","폐업","20171020","","","","070-7750-9632","","","경기도 용인시 기흥구 영덕동 986-8번지","경기도 용인시 기흥구 흥덕2로 85, 2층 203호 (영덕동, 우연프라자)","16954","메이키즈카페","20171101175340","I","2018-08-31 23:59:59.0","","206472.291588856","419243.503486584","신고유원시설업","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","10",
"656","유원시설업(기타)","03_07_08_P","4050000","CDFI5272002017000007","20170721","","03","폐업","03","폐업","20170821","","","","","","","경기도 용인시 처인구 삼가동 556번지","경기도 용인시 처인구 중부대로 1199 (삼가동, 용인시청)","17019","건강놀이문화협동조합","20170822094556","I","2018-08-31 23:59:59.0","","215680.562694918","415450.577139564","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"657","유원시설업(기타)","03_07_08_P","3830000","CDFI5272002016000007","20160729","","03","폐업","03","폐업","20171228","","","","","","","경기도 안양시 만안구 안양동 674-76번지","경기도 안양시 만안구 안양로304번길 21, 1층 (안양동, 로얄파크)","13992","고려게임장","20171228131727","I","2018-08-31 23:59:59.0","","193029.752308892","433104.554877328","신고유원시설업","","","","","","","","","","","","","","","","","","","","","56.1","","1","","","","","","","","","","","56",
"658","유원시설업(기타)","03_07_08_P","4050000","CDFI5272002016000009","20161028","","03","폐업","03","폐업","20180330","","","","","","","경기도 용인시 기흥구 구갈동 579-1번지","경기도 용인시 기흥구 강남로 13, 101호 (구갈동, 칼리지포인트)","16977","빠라삐리뽕강남대점","20180330161429","I","2018-08-31 23:59:59.0","","211193.383898505","418884.683853494","신고유원시설업","","","","","","","","","","","","","","","","","","","","","44.88","","","","","","","","","","","","","45",
"659","유원시설업(기타)","03_07_08_P","4050000","CDFI5272002017000002","20170207","","03","폐업","03","폐업","20200731","","","","","","","경기도 용인시 기흥구 보정동 1266-4 로얄프라자 3층","경기도 용인시 기흥구 죽현로 35, 3층 (보정동, 로얄프라자)","16898","헬로방방죽전점","20200831152119","U","2020-09-02 02:40:00.0","","210096.85","424170.220000001","신고유원시설업","","","","","","","","","","","","","","","","","","","","","468","붕붕뜀틀 2대, 미니기차 1대","","","","","","","","","","","","468",
"660","유원시설업(기타)","03_07_08_P","3830000","CDFI5272002017000009","20171212","","03","폐업","03","폐업","20191213","","","","031-381-9030","","","경기도 안양시 동안구 비산동 413-13번지","경기도 안양시 동안구 경수대로 890, 4,5층 (비산동)","13954","키즈퐁","20191213112540","U","2019-12-15 02:40:00.0","","194428.592139751","432794.140915985","신고유원시설업","","","","","","","","","","","","","","","","","","","","","788","","3","","","","","","","","","","","788",
"661","유원시설업(기타)","03_07_08_P","3830000","CDFI5272002017000010","20171215","","03","폐업","03","폐업","20210322","","","","","","","경기도 안양시 동안구 관양동 1409-1","경기도 안양시 동안구 관평로 340, 지하층 (관양동)","13931","키다리 방방","20210323113553","U","2021-03-25 02:40:00.0","","196278.598444611","433807.679752568","신고유원시설업","","","","","","","","","","","","","","","","","","","","","171.4","","1","","","","","","","","","","","171",
"662","유원시설업(기타)","03_07_08_P","4000000","CDFI5272002017000003","20170620","","03","폐업","03","폐업","20190509","","","","","","","경기도 오산시 수청동 620-4번지","경기도 오산시 내삼미로 85, 4층 (수청동)","18114","차타타 오산점","20190509175838","U","2019-05-11 02:40:00.0","","205784.959156458","407561.127540616","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","",
"663","유원시설업(기타)","03_07_08_P","4000000","CDFI5272002017000006","20170728","","03","폐업","03","폐업","20170814","","","","","","","경기도 오산시 오산동 915번지","경기도 오산시 성호대로 141 (오산동, 오산시청)","18132","오산시청 앞 광장 물놀이 시설","20171019091921","I","2018-08-31 23:59:59.0","","206813.806632248","405344.98391875","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"664","유원시설업(기타)","03_07_08_P","4000000","CDFI5272002017000007","20171026","","03","폐업","03","폐업","20200629","","","","070-7581-9002","","","경기도 오산시 갈곶동 659-1 광성빌딩 3층","경기도 오산시 오산로 91-10, 광성빌딩 3층 (갈곶동)","18147","방방존","20200724180432","U","2020-07-26 02:40:00.0","","206031.385543413","403734.044900867","신고유원시설업","","일반주거지역","","","","","근린생활시설","5","1","","","","","","","","","","","","180","","","","","","","","","","","","","180",
"665","유원시설업(기타)","03_07_08_P","4000000","CDFI5272002017000008","20171116","","03","폐업","03","폐업","20190625","","","","031-374-7935","","","경기도 오산시 내삼미동 181번지","경기도 오산시 삼미로47번길 60-14 (내삼미동)","18112","점프노리 키즈카페 오산 세교점","20190626110810","U","2019-06-28 02:40:00.0","","205948.805688567","408370.316031093","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"666","유원시설업(기타)","03_07_08_P","4000000","CDFI5272002017000009","20171116","","03","폐업","03","폐업","20200630","","","","031-372-1509","","","경기도 오산시 원동 360-6 오산이마트","경기도 오산시 경기대로 181 (원동)","18143","애플트리 이마트 오산점","20200721181030","U","2020-07-23 02:40:00.0","","206383.775609107","404319.688193021","신고유원시설업","","일반주거지역","","","","","","5","1","","","","","","","","","","","","83.05","","","","","","","","","","","","","83",
"667","유원시설업(기타)","03_07_08_P","4000000","CDFI5272002018000001","20180213","","03","폐업","03","폐업","20191218","","","","031-375-8765","","","경기도 오산시 오산동 868번지 롯데마트오산점","경기도 오산시 경기대로 271, 롯데마트오산점 3층 (오산동)","18135","(주)서울랜드 베스트키즈 오산점","20191218181538","U","2019-12-20 02:40:00.0","","206417.340040498","405292.598370741","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"668","유원시설업(기타)","03_07_08_P","3830000","CDFI5272002016000008","20160803","","03","폐업","03","폐업","20170901","","","","02-543-7261","","","경기도 안양시 동안구 호계동 1039번지 G.SQURE","경기도 안양시 동안구 시민대로 180, 6층 (호계동, G.SQURE)","14073","빠삐에 친구","20170901172402","I","2018-08-31 23:59:59.0","","195544.974046367","432016.783362963","신고유원시설업","","","","","","","","","","","","","","","","","","","","","60.47","","","","","","","","","","","","","60",
"669","유원시설업(기타)","03_07_08_P","4170000","CDFI5272002004000001","20040727","","03","폐업","03","폐업","20050729","","","","","","476892","경기도 양평군 개군면 공세리 389-7번지","경기도 양평군 개군면 신내길7번길 55","","대명가족놀이동산","20050801151150","I","2018-08-31 23:59:59.0","","247062.604055608","440894.530372369","신고유원시설업","유원시설업","","","기타","","","근린생활시설","","","","","","","","","","","","","","","서커스열차 1대","","Y","N","Y","Y","","","","","","","",
"670","유원시설업(기타)","03_07_08_P","4170000","CDFI5272002007000001","20070829","","03","폐업","03","폐업","20101018","","","","","","476892","경기도 양평군 개군면 공세리 389-7번지","경기도 양평군 개군면 신내길7번길 55","","대명레저산업양평지점","20101027164945","I","2018-08-31 23:59:59.0","","247062.604055608","440894.530372369","신고유원시설업","유원시설업","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","","","","","","","",
"671","유원시설업(기타)","03_07_08_P","4170000","CDFI5272002011000001","20110420","","03","폐업","03","폐업","20140204","","","","","","476842","경기도 양평군 용문면 삼성리 126-5번지","","","트렌디 레저","20140205101859","I","2018-08-31 23:59:59.0","","251862.140625342","442123.870495513","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",
"672","유원시설업(기타)","03_07_08_P","4170000","CDFI5272002011000002","20110810","","03","폐업","03","폐업","20110831","","","","031-770-7502","","476892","경기도 양평군 개군면 공세리 389-7번지","경기도 양평군 개군면 신내길7번길 55","","주) 대명레저산업","20150724141910","I","2018-08-31 23:59:59.0","","247062.604055608","440894.530372369","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"673","유원시설업(기타)","03_07_08_P","4170000","CDFI5272002015000001","20150727","","03","폐업","03","폐업","","","","","031-770-7504","","476892","경기도 양평군 개군면 공세리 389-7번지","경기도 양평군 개군면 신내길7번길 55","12566","(주)대명레저산업 양평지점","20160920090420","I","2018-08-31 23:59:59.0","","247062.604055608","440894.530372369","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"674","유원시설업(기타)","03_07_08_P","4170000","CDFI5272002016000001","20160202","","03","폐업","03","폐업","20210331","","","","771-4311","","","경기도 양평군 양평읍 공흥리 799","경기도 양평군 양평읍 관문길22번길 12","12552","아이랑 놀이랑","20211105164631","U","2021-11-07 02:40:00.0","","243653.613109035","443468.943160949","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"675","유원시설업(기타)","03_07_08_P","4170000","CDFI5272002016000002","20160722","","03","폐업","03","폐업","20170904","","","","031-770-7504","","","경기도 양평군 개군면 389-8번지 389-38","경기도 양평군 개군면 신내길7번길 55 (대명양평콘도미니엄)","12566","주식회사 대명레저산업","20170904105155","I","2018-08-31 23:59:59.0","","247062.604055608","440894.530372369","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","미니에어바운스, 미니슬라이드, 붕붕뜀틀","3","","","","","","","","","","","",
"676","유원시설업(기타)","03_07_08_P","4170000","CDFI5272002016000003","20160803","","03","폐업","03","폐업","20200212","","","","070-7778-6951","","","경기도 양평군 용문면 다문리 732-2번지","경기도 양평군 용문면 용문역길 7-5, 2층","12523","리틀캠프","20200213092048","U","2020-02-15 02:40:00.0","","252469.844856395","442598.348465023","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"677","유원시설업(기타)","03_07_08_P","4170000","CDFI5272002017000001","20170523","","03","폐업","03","폐업","20180511","","","","","","","경기도 양평군 개군면 공세리 389-7번지","경기도 양평군 개군면 신내길7번길 55 (대명양평콘도미니엄)","12566","키즈월드","20180511181124","I","2018-08-31 23:59:59.0","","247062.604055608","440894.530372369","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"678","유원시설업(기타)","03_07_08_P","4170000","CDFI5272002018000001","20180717","","03","폐업","03","폐업","20220928","","","","031-772-3811","","","경기도 양평군 옥천면 신복리 141-5 한화콘도미니엄","경기도 양평군 옥천면 신촌길 188, 한화콘도미니엄","12505","한화호텔앤드리조트(주)","20220929085110","U","2022-10-01 02:40:00.0","","240309.055043118","451717.810841809","신고유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","에어바운스 2","2","","","","","","","0","","","","0",
"679","유원시설업(기타)","03_07_08_P","4060000","CDFI5272002017000009","20170919","","03","폐업","03","폐업","20181031","","","","031-953-0971","","","경기도 파주시 문산읍 당동리 880번지","경기도 파주시 문산읍 방촌로 1759, 2층 (홈플러스)","10816","상상노리(홈플러스 파주문산점)","20200305081507","U","2020-03-07 02:40:00.0","","181002.777532337","485203.012122524","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","",
"680","유원시설업(기타)","03_07_08_P","4060000","CDFI5272002017000012","20171128","","03","폐업","03","폐업","20180930","","","","","","","경기도 파주시 문산읍 당동리 888-4번지 홈프라자","경기도 파주시 문산읍 당동2로 1, 5층 501호","10816","VR SKY 파주 문산점","20190327104210","U","2019-03-29 02:40:00.0","","181016.748098494","485040.249572481","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",
"681","유원시설업(기타)","03_07_08_P","4060000","CDFI5272002018000001","20180305","","03","폐업","03","폐업","20200229","","","","","","","경기도 파주시 문산읍 당동리 880 홈플러스","경기도 파주시 문산읍 방촌로 1759, 홈플러스 2층","10816","4D맥스라이더","20201028174947","U","2020-10-30 02:40:00.0","","181002.777532337","485203.012122524","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",
"682","유원시설업(기타)","03_07_08_P","4060000","CDFI5272002016000003","20160621","","03","폐업","03","폐업","20160831","","","","070-4423-8100","","","경기도 파주시 문발동 640번지 롯데프리미엄아울렛 파주점 A블럭 3층","경기도 파주시 문발로 302, 3층 (문발동, 롯데프리미엄아울렛 파주점 A블럭)","10881","주식회사 레드글로브","20170614140954","I","2018-08-31 23:59:59.0","","172879.121188828","468625.864456365","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"683","유원시설업(기타)","03_07_08_P","4060000","CDFI5272002016000006","20160909","","03","폐업","03","폐업","20171001","","","","031-949-7717","","","경기도 파주시 광탄면 마장리 78-2번지","경기도 파주시 광탄면 보광로 877 (유일레져)","10952","주식회사 세인비앤티","20171107081539","I","2018-08-31 23:59:59.0","","189764.248601787","474361.638999909","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","",
"684","유원시설업(기타)","03_07_08_P","4060000","CDFI5272002017000003","20170524","","03","폐업","03","폐업","20170528","","","","031-940-9400","","","경기도 파주시 광탄면 발랑리 123-1번지","경기도 파주시 광탄면 서원길 333 (서원밸리G.C클럽)","10830","서원레저(주)","20170614141154","I","2018-08-31 23:59:59.0","","190925.28431765","479931.786057688","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",
"685","유원시설업(기타)","03_07_08_P","4060000","CDFI5272002017000004","20170616","","03","폐업","03","폐업","20181115","","","","070-4423-8100","","","경기도 파주시 문발동 645","경기도 파주시 회동길 390, A동 3층 (문발동, 롯데프리미엄아울렛)","10881","(주)레드글로브","20201018170707","U","2020-10-20 02:40:00.0","","172931.263281047","468411.855396773","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",
"686","유원시설업(기타)","03_07_08_P","4060000","CDFI5272002017000005","20170616","","03","폐업","03","폐업","20171022","","","","031-915-2321","","","경기도 파주시 문발동 645번지","경기도 파주시 회동길 390, A동 3층 (문발동, 롯데프리미엄아울렛)","10881","(주)네오애드","20180910143016","U","2018-09-10 23:59:59.0","","172931.263281047","468411.855396773","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",
"687","유원시설업(기타)","03_07_08_P","4060000","CDFI5272002017000006","20170727","","03","폐업","03","폐업","20170831","","","","","","","경기도 파주시 목동동 1083 건강공원내","","","자임ATC(공원관리사업소)","20201018171159","U","2020-10-20 02:40:00.0","","177384.538724751","468668.315693947","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",
"688","유원시설업(기타)","03_07_08_P","4060000","CDFI5272002017000007","20170728","","03","폐업","03","폐업","20170819","","","","","","","경기도 파주시 문산읍 당동리 928 당동4근린공원내","","","(주)라이브엔터테인먼트(공원관리사업소)","20201019173040","U","2020-10-21 02:40:00.0","","180116.355338242","484320.96662386","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",
"689","유원시설업(기타)","03_07_08_P","4060000","CDFI5272002018000010","20180726","","03","폐업","03","폐업","20180824","","","","","","","경기도 파주시 목동동 1083 운정 건강공원","","","태양와이제이더블유","20201018132048","U","2020-10-20 02:40:00.0","","177384.538724751","468668.315693947","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",
"690","유원시설업(기타)","03_07_08_P","4060000","CDFI5272002018000011","20180726","","03","폐업","03","폐업","20180824","","","","","","","경기도 파주시 와동동 1418","경기도 파주시 소리천로 111, 운정호수공원 (와동동)","10896","태양와이제이더블유","20201020135122","U","2020-10-22 02:40:00.0","","179068.28159871","468678.192140558","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",
"691","유원시설업(기타)","03_07_08_P","5590000","CDFI5272002005000001","20050318","","03","폐업","03","폐업","20081120","","","","","","482050","경기도 양주시 덕계동 694번지","경기도 양주시 평화로1413번길 48  (덕계동)","","어린이놀이동산","20090730152101","I","2018-08-31 23:59:59.0","","203707.728341001","479401.14588968","신고유원시설업","유원시설업","관리지역","","학교정화(상대)","","","","","","","","","","","","","","","","","50","15대","","N","N","N","Y","","","","","","","50",
"692","유원시설업(기타)","03_07_08_P","3820000","CDFI5272002017000005","20171213","","03","폐업","03","폐업","20180331","","","","","","","경기도 의정부시 금오동 475-1번지 삼성홈플러스","경기도 의정부시 청사로 38, 삼성홈플러스 4층 (금오동)","11757","맥스라이더 의정부점","20180403173856","I","2018-08-31 23:59:59.0","","206192.090833323","472186.18249487","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"693","유원시설업(기타)","03_07_08_P","3820000","CDFI5272002018000001","20180119","","03","폐업","03","폐업","20200407","","","","031-852-5287","","","경기도 의정부시 민락동 902-3 보광센터프라자 3층","경기도 의정부시 용민로 479, 보광센터프라자 3층 (민락동)","11815","노리파크 의정부민락점","20210728143859","U","2021-07-30 02:40:00.0","","210337.648843374","472084.984461902","신고유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"694","유원시설업(기타)","03_07_08_P","3910000","CDFI5272002014000009","20141122","","03","폐업","03","폐업","20180618","","","","651-7786","","450810","경기도 평택시 비전동 829-7번지","경기도 평택시 평택5로96번길 36, 2층 (비전동)","17885","완두콩 키즈카페","20180618164823","I","2018-08-31 23:59:59.0","","209853.977368509","388225.322895777","신고유원시설업","","","","아파트지역","","","근린생활시설","","","","","","","","","","","","","","","정글환타지","2","","","","","","","","","","","",
"695","유원시설업(기타)","03_07_08_P","3910000","CDFI5272002014000010","20141127","","03","폐업","03","폐업","20170811","","","","","","450151","경기도 평택시 비전동 1070-3번지","경기도 평택시 비전3로 26, 501,502호 (비전동, 골든프라자)","17852","베리맘 키즈카페","20180103152249","I","2018-08-31 23:59:59.0","","209303.526440366","388968.773701298","신고유원시설업","","","","","","","근린생활시설","5","","","","","","","","","","","","","","붕붕뜀틀","1","","","","","","","","","","","",
"696","유원시설업(기타)","03_07_08_P","3910000","CDFI5272002015000001","20150226","","03","폐업","03","폐업","20190225","","","","031-655-2272","","450811","경기도 평택시 비전동 878-2 2층동","경기도 평택시 평남로 722, 2층 (비전동)","17872","점프방방","20220519181024","U","2022-05-21 02:40:00.0","","210104.181606196","388080.543310771","신고유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"697","유원시설업(기타)","03_07_08_P","3910000","CDFI5272002015000002","20150313","","03","폐업","03","폐업","20170904","","","","031-662-8998","","459825","경기도 평택시 이충동 610-1번지 5층동","경기도 평택시 송탄로40번길 79-16 (이충동)","17785","키즈콩 송탄점","20170922105846","I","2018-08-31 23:59:59.0","","205027.828749167","394488.671016613","신고유원시설업","","","5","","","","","5","","","","","","","","","","","","","360.11","3대","3","","","","","","","","","","","360",
"698","유원시설업(기타)","03_07_08_P","3910000","CDFI5272002015000003","20150619","","03","폐업","03","폐업","20190927","","","","070-8825-7140","","451741","경기도 평택시 고덕면 궁리 75번지 태평아파트 상가동 5층동 501-3호","경기도 평택시 고덕면 서동대로 2651, 상가동 5층 501-3호 (태평아파트)","17821","아이점핑","20190927164806","U","2019-09-29 02:40:00.0","","202931.050337998","390546.944587364","신고유원시설업","","","5","","","","","5","","","","","","","","","","","","","139.04","","1","","","","","","","","","","","139",
"699","유원시설업(기타)","03_07_08_P","3910000","CDFI5272002015000004","20151012","","03","폐업","03","폐업","20170918","","","","","","","경기도 평택시 팽성읍 객사리 144-5번지","경기도 평택시 팽성읍 동서촌로 54 (서은빌딩)","17989","키다리방방","20180103141539","I","2018-08-31 23:59:59.0","","205102.045187487","384752.81337524","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"700","유원시설업(기타)","03_07_08_P","5590000","CDFI5272002005000002","20050915","","03","폐업","03","폐업","20051208","","","","","","482170","경기도 양주시 회정동 869번지","","","방가방가방방장","20051212095128","I","2018-08-31 23:59:59.0","","204695.154073173","480594.990991457","신고유원시설업","유원시설업","관리지역","1","아파트지역","","","","","","","","","","","","","","","","","30","","","N","N","N","N","","","","","","","30",
"701","유원시설업(기타)","03_07_08_P","5590000","CDFI5272002005000003","20050915","","03","폐업","03","폐업","20060222","","","","","","482060","경기도 양주시 덕정동 240-36번지","경기도 양주시 독바위로 77  (덕정동)","","키돌이놀이터","20060329124351","I","2018-08-31 23:59:59.0","","205626.669435741","481362.488829461","신고유원시설업","유원시설업","일반주거지역","1","아파트지역","","","유기장","","","","","","","","","","","","","","50","","","N","N","N","N","","","","","","","50",
"702","유원시설업(기타)","03_07_08_P","5590000","CDFI5272002009000001","20090724","","03","폐업","03","폐업","20120116","","","","","","482060","경기도 양주시 덕정동 208-9번지 덕정파크프라자 116호, 117호","경기도 양주시 고암길 306-53  (덕정동,덕정파크프라자 116호, 117호)","","방방랜드","20120118163013","I","2018-08-31 23:59:59.0","","205917.209677953","481572.874250748","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","붕붕뜀틀 6대","","","","","","","","","","","","",
"703","유원시설업(기타)","03_07_08_P","4050000","CDFI5272002015000011","20150727","","03","폐업","03","폐업","20150817","","","","","","449704","경기도 용인시 처인구 삼가동 -556번지","경기도 용인시 처인구 중부대로 1199 (삼가동)","17019","제이케이플래너스","20150817104442","I","2018-08-31 23:59:59.0","","215680.562694918","415450.577139564","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"704","유원시설업(기타)","03_07_08_P","4050000","CDFI5272002018000004","20180720","","03","폐업","03","폐업","20180819","","","","","","","경기도 용인시 처인구 삼가동 28-6번지 용인시민체육공원","경기도 용인시 처인구 동백죽전대로 61, 용인시민체육공원 (삼가동)","16997","건강놀이문화협동조합","20180823125337","I","2018-08-31 23:59:59.0","","214613.398080412","416508.458186872","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"705","유원시설업(기타)","03_07_08_P","4050000","CDFI5272002018000005","20180720","","03","폐업","03","폐업","20180815","","","","","","","경기도 용인시 수지구 풍덕천동 720번지 수지구청,수지보건소","경기도 용인시 수지구 포은대로 435, 수지구청,수지보건소 (풍덕천동)","16835","에이비컴퍼니","20180816141328","I","2018-08-31 23:59:59.0","","208568.862428318","424465.846292804","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"706","유원시설업(기타)","03_07_08_P","4040000","CDFI5272002016000001","20160122","","03","폐업","03","폐업","20171102","","","","031-792-2050","","","경기도 하남시 신장동 564-3번지","경기도 하남시 하남대로 806 (신장동, 새하남빌딩)","12949","트렘폴린파크","20171103114258","I","2018-08-31 23:59:59.0","","218335.505576139","448804.929313298","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","",
"707","유원시설업(기타)","03_07_08_P","4040000","CDFI5272002016000002","20160902","","03","폐업","03","폐업","20160919","","","","031-8072-1234","","","경기도 하남시 신장동 616번지","경기도 하남시 미사대로 750 (신장동, 스타필드하남)","12942","(주)신세계 스타필드 하남점","20161014175900","I","2018-08-31 23:59:59.0","","219699.010520355","449270.371200837","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",
"708","유원시설업(기타)","03_07_08_P","4040000","CDFI5272002017000001","20170216","","03","폐업","03","폐업","20200413","","","","031-795-3032","","","경기도 하남시 망월동 968","경기도 하남시 미사강변대로 216 (망월동, 한강트윈2)","12909","릴리펏","20210325093636","U","2021-03-27 02:40:00.0","","216234.421212984","451870.705501276","신고유원시설업","","일반상업지역","","","","","근린생활시설","","","","","","","","","","","","","","22","","1","","","","","","","","","","","22",
"709","유원시설업(기타)","03_07_08_P","4040000","CDFI5272002017000002","20170620","","03","폐업","03","폐업","20200324","","","","","","","경기도 하남시 신장동 105-4번지","경기도 하남시 더우개로 29, 503호 (신장동, 대명프라자)","12945","점프노리 키즈카페 하남점","20200324133255","U","2020-04-25 02:40:00.0","","219452.927333403","448767.068524989","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"710","유원시설업(기타)","03_07_08_P","4040000","CDFI5272002017000003","20171114","","03","폐업","03","폐업","20200324","","","","","","","경기도 하남시 신장동 570번지 하남두산위브파크","경기도 하남시 하남대로 747, 지하3층 (신장동)","12961","플레이타임(홈플러스 경기하남점)","20200324133159","U","2020-04-25 02:40:00.0","","218722.326285059","448437.965903226","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","",
"711","유원시설업(기타)","03_07_08_P","4050000","CDFI5272002010000001","20101117","","03","폐업","03","폐업","20151030","","","","","","449020","경기도 용인시 처인구 김량장동 301-3번지 시네마 1번가 5층","경기도 용인시 처인구 금령로 86, 5층 (김량장동)","17051","준앤컴패니","20151030164316","I","2018-08-31 23:59:59.0","","218209.54169655","414813.228004699","신고유원시설업","","","","","","","","","","","","","","","","","","","","","40.02","","","","","","","","","","","","","40",
"712","유원시설업(기타)","03_07_08_P","4050000","CDFI5272002016000001","20160120","","03","폐업","03","폐업","20171211","","","","031-898-1549","","","경기도 용인시 수지구 죽전동 1282번지 지하1층","경기도 용인시 수지구 포은대로 552, 지하1층 (죽전동, 이마트죽전점)","16896","애플트리","20171211161552","I","2018-08-31 23:59:59.0","","209673.343935571","424823.677791642","신고유원시설업","","","","","","","","","","","","","","","","","","","","","190.41","","","","","","","","","","","","","190",
"713","유원시설업(기타)","03_07_08_P","4050000","CDFI5272002016000003","20160722","","03","폐업","03","폐업","20160822","","","","","","","경기도 용인시 처인구 삼가동 556번지 시청광장","경기도 용인시 처인구 중부대로 1199 (삼가동, 용인시청)","17019","건강놀이문화협동조합","20160922155333","I","2018-08-31 23:59:59.0","","215680.562694918","415450.577139564","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"714","유원시설업(기타)","03_07_08_P","4050000","CDFI5272002016000004","20160902","","03","폐업","03","폐업","20210220","","","","","","","경기도 용인시 수지구 풍덕천동 193-12","경기도 용인시 수지구 진산로 100, 제상가동 2층 201호 (풍덕천동, 에스바디)","16923","점프노리 키즈카페 수지풍덕천점","20210325162914","U","2021-03-27 02:40:00.0","","208608.684508525","424197.735032864","신고유원시설업","","","","","","","","","","","","","","","","","","","","","226","","","","","","","","","","","","","226",
